name,state,total_population,median_household_income,gross_rent,median_home_value,total_in_labor_workforce,total_not_in_labor_workforce,total_education,education_no_hs,education_hs,education_associates,education_bachelors,education_graduate,total_occupancy_status,occupancy_status_occupied,occupancy_status_vacant,total_home_tenure,home_tenure_owner_occupied,home_tenure_renter_occupied,reporting_date,region_type,city
ZCTA5 07666,34,41427,130080,1721,479700,33183,10914,27263,1574,5316,5518,7476,7379,13770,13333,437,13333,10376,2957,2022-01-01,zipcode,Teaneck
ZCTA5 07670,34,15299,207652,3053,951100,11039,3615,9746,108,604,1093,3509,4432,5247,5076,171,5076,3772,1304,2022-01-01,zipcode,Tenafly
ZCTA5 07675,34,26989,168662,2143,655400,21514,6824,18582,833,2723,3524,6508,4994,10084,9609,475,9609,7390,2219,2022-01-01,zipcode,Westwood
ZCTA5 07676,34,9268,155930,2057,616800,7496,2775,6772,203,1122,1405,2927,1115,3425,3362,63,3362,3200,162,2022-01-01,zipcode,Township of washington
ZCTA5 07677,34,6096,227500,2120,891300,4820,1847,4226,87,605,395,1830,1309,2174,2120,54,2120,1878,242,2022-01-01,zipcode,Woodcliff lake
ZCTA5 07701,34,25253,109911,1900,489600,21046,6938,19062,1011,4009,4017,6055,3970,11474,11091,383,11091,7343,3748,2022-01-01,zipcode,Red bank
ZCTA5 07702,34,4138,158065,3501,698900,3135,1295,2708,76,420,439,1008,765,1399,1388,11,1388,1201,187,2022-01-01,zipcode,Shrewsbury
ZCTA5 07703,34,0,-666666666,-666666666,-666666666,0,0,0,0,0,0,0,0,76,0,76,0,0,0,2022-01-01,zipcode,Fort monmouth
ZCTA5 07704,34,6221,229643,3501,898200,4486,1339,3937,115,212,496,1964,1150,2116,2106,10,2106,1954,152,2022-01-01,zipcode,Fair haven
ZCTA5 07711,34,1811,125750,1567,921200,1393,529,1267,13,167,207,453,427,905,637,268,637,534,103,2022-01-01,zipcode,Allenhurst
ZCTA5 07712,34,39271,91275,1437,504100,32664,9817,29308,2164,6229,6584,8614,5717,18928,17324,1604,17324,8746,8578,2022-01-01,zipcode,Asbury park
ZCTA5 07716,34,8279,111611,1795,572700,7117,2447,6469,341,1585,1619,2048,876,3816,3661,155,3661,2438,1223,2022-01-01,zipcode,Atlantic highlands
ZCTA5 07717,34,1792,106563,1628,1168500,1599,642,1425,34,198,179,581,433,1260,868,392,868,594,274,2022-01-01,zipcode,Avon by the sea
ZCTA5 07718,34,6667,160154,1542,460600,5193,1376,4697,205,1082,1393,1600,417,2451,2411,40,2411,2288,123,2022-01-01,zipcode,Belford
ZCTA5 07719,34,21994,116116,1695,589600,18833,6316,16394,627,3387,3967,5738,2675,10698,9034,1664,9034,6651,2383,2022-01-01,zipcode,Belmar
ZCTA5 07720,34,4151,89967,1678,830400,3629,1341,3301,322,444,534,1063,938,2670,1923,747,1923,878,1045,2022-01-01,zipcode,Bradley beach
ZCTA5 07721,34,3958,105302,1912,337500,3189,904,2538,305,573,553,649,458,1503,1466,37,1466,746,720,2022-01-01,zipcode,Cliffwood
ZCTA5 07722,34,10014,185417,2475,847000,8056,2622,6839,142,692,1507,2199,2299,3697,3546,151,3546,3260,286,2022-01-01,zipcode,Colts neck
ZCTA5 07723,34,728,73796,1345,1382600,623,285,462,35,145,125,84,73,1230,296,934,296,163,133,2022-01-01,zipcode,Deal
ZCTA5 07724,34,23739,96794,1557,438000,20053,6374,17243,1246,4072,4497,4313,3115,10136,9848,288,9848,6994,2854,2022-01-01,zipcode,Eatontown
ZCTA5 07726,34,44707,144470,1798,568200,36106,12117,31851,982,6132,7238,10763,6736,16887,16290,597,16290,14179,2111,2022-01-01,zipcode,Englishtown
ZCTA5 07727,34,6982,129857,1436,578000,5662,2035,5020,108,1344,1147,1538,883,2842,2588,254,2588,2171,417,2022-01-01,zipcode,Farmingdale
ZCTA5 07728,34,56896,104417,1768,454400,45600,15258,38971,3470,8446,9100,11060,6895,21505,20738,767,20738,16046,4692,2022-01-01,zipcode,Freehold
ZCTA5 07730,34,16720,118034,1188,434400,14220,4694,12382,619,4541,3133,2799,1290,6449,6370,79,6370,5796,574,2022-01-01,zipcode,Hazlet
ZCTA5 07731,34,39684,129501,2164,418700,31531,9315,26539,1531,7444,6732,6966,3866,13666,13289,377,13289,11966,1323,2022-01-01,zipcode,Howell
ZCTA5 07732,34,4740,87039,1725,398200,4131,1403,3949,346,656,966,1041,940,2963,2536,427,2536,1705,831,2022-01-01,zipcode,Highlands
ZCTA5 07733,34,17130,171071,3115,801100,13786,5499,11858,326,1445,2221,4334,3532,6158,6026,132,6026,5443,583,2022-01-01,zipcode,Holmdel
ZCTA5 07734,34,13540,84508,1558,283200,11129,4057,9542,1351,3719,2668,1454,350,5715,5101,614,5101,3079,2022,2022-01-01,zipcode,Keansburg
ZCTA5 07735,34,19369,93839,1328,342000,16341,5003,14569,1229,4220,4572,2856,1692,8455,7895,560,7895,6095,1800,2022-01-01,zipcode,Keyport
ZCTA5 07737,34,4181,126136,1440,433800,3367,881,2741,54,753,613,1021,300,1641,1490,151,1490,1332,158,2022-01-01,zipcode,Leonardo
ZCTA5 07738,34,6793,186875,871,674300,5368,1925,4686,59,713,881,1802,1231,2407,2324,83,2324,2119,205,2022-01-01,zipcode,Lincroft
ZCTA5 07739,34,6104,216974,3501,817200,4791,1452,4282,46,337,574,1879,1446,2338,2248,90,2248,2162,86,2022-01-01,zipcode,Little silver
ZCTA5 07740,34,32091,72520,1646,450400,25941,9012,21071,3361,6066,4390,4058,3196,15111,12876,2235,12876,5520,7356,2022-01-01,zipcode,Long branch
ZCTA5 07746,34,18230,179102,2736,609200,14463,5307,12188,284,1719,1917,4266,4002,6051,5984,67,5984,5715,269,2022-01-01,zipcode,Marlboro
ZCTA5 07747,34,32749,123183,1894,438200,27137,7856,24469,1018,5649,5674,7949,4179,13544,13137,407,13137,10019,3118,2022-01-01,zipcode,Matawan
ZCTA5 07748,34,28112,141241,1512,523400,22765,7228,19214,634,4468,4375,6391,3346,10403,10117,286,10117,8582,1535,2022-01-01,zipcode,Middletown
ZCTA5 07750,34,3199,144792,2097,912700,2852,1147,2614,30,346,453,961,824,1913,1520,393,1520,1183,337,2022-01-01,zipcode,Monmouth beach
ZCTA5 07751,34,21311,168351,2443,658800,16877,5818,14000,484,2008,2559,4461,4488,7546,7231,315,7231,6548,683,2022-01-01,zipcode,Morganville
ZCTA5 07753,34,37243,85352,1639,370200,31532,11234,26962,1771,6818,8430,6816,3127,16639,15885,754,15885,10723,5162,2022-01-01,zipcode,Neptune
ZCTA5 07755,34,6495,126397,2331,592200,5016,1771,3984,161,1039,1144,1050,590,2378,2027,351,2027,1635,392,2022-01-01,zipcode,Oakhurst
ZCTA5 07756,34,3246,72500,1324,771700,3158,1391,3096,225,312,480,1134,945,2853,1838,1015,1838,942,896,2022-01-01,zipcode,Ocean grove
ZCTA5 07757,34,6119,132723,-666666666,644200,5250,2093,4409,168,788,1311,1382,760,2618,2459,159,2459,2277,182,2022-01-01,zipcode,Oceanport
ZCTA5 07758,34,4462,116927,1191,431300,3754,1211,3060,137,979,973,627,344,1737,1641,96,1641,1306,335,2022-01-01,zipcode,Port monmouth
ZCTA5 07760,34,9613,201534,1891,1178200,7693,2981,6310,60,442,1070,2747,1991,3901,3471,430,3471,3018,453,2022-01-01,zipcode,Rumson
ZCTA5 07762,34,8196,111366,1693,746000,7147,3085,6507,139,907,1174,2413,1874,5004,4018,986,4018,2667,1351,2022-01-01,zipcode,Spring lake
ZCTA5 07764,34,8547,114036,1862,611600,7090,2564,4993,463,1047,1244,1439,800,3034,2747,287,2747,2008,739,2022-01-01,zipcode,West long branch
ZCTA5 07801,34,26548,70942,1714,342100,21256,6186,18200,3881,5560,4633,2905,1221,9278,8899,379,8899,4247,4652,2022-01-01,zipcode,Dover
ZCTA5 07803,34,3990,110208,1807,363600,3245,967,2779,144,746,799,864,226,1463,1396,67,1396,1269,127,2022-01-01,zipcode,Mine hill
ZCTA5 07820,34,1,-666666666,-666666666,-666666666,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2022-01-01,zipcode,Allamuchy
ZCTA5 07821,34,9571,143477,1622,380300,8060,2527,6587,213,1231,1691,2068,1384,3893,3567,326,3567,3237,330,2022-01-01,zipcode,Andover
ZCTA5 07822,34,947,105882,-666666666,424300,719,262,579,8,145,170,177,79,350,322,28,322,322,0,2022-01-01,zipcode,Augusta
ZCTA5 07823,34,7644,75104,866,292300,6744,2881,6096,358,2377,1772,962,627,3669,3558,111,3558,2321,1237,2022-01-01,zipcode,Belvidere
ZCTA5 07825,34,9723,120436,1479,400800,8229,3258,7122,501,2045,1818,2066,692,3769,3519,250,3519,3131,388,2022-01-01,zipcode,Blairstown
ZCTA5 07826,34,5529,112277,1669,341900,4703,1590,4137,179,1381,1085,1016,476,2699,2171,528,2171,1917,254,2022-01-01,zipcode,Branchville
ZCTA5 07827,34,4117,103594,1350,277900,3358,1262,3031,73,939,956,716,347,1940,1626,314,1626,1492,134,2022-01-01,zipcode,Montague
ZCTA5 07828,34,14083,90120,1443,386000,11330,2500,10147,615,2569,2641,2566,1756,5899,5697,202,5697,3050,2647,2022-01-01,zipcode,Budd lake
ZCTA5 07830,34,7748,168900,1614,609800,6365,2152,5799,126,870,1139,1725,1939,2884,2863,21,2863,2703,160,2022-01-01,zipcode,Califon
ZCTA5 07832,34,3175,110250,1676,321100,2550,896,2339,170,585,725,611,248,1412,1256,156,1256,1136,120,2022-01-01,zipcode,Columbia
ZCTA5 07833,34,112,56875,-666666666,243800,112,40,112,0,40,50,6,16,61,61,0,61,61,0,2022-01-01,zipcode,Delaware
ZCTA5 07834,34,18048,155356,1777,512700,14863,4828,13008,318,2073,2717,4603,3297,7318,6773,545,6773,5746,1027,2022-01-01,zipcode,Denville
ZCTA5 07836,34,12034,141646,1822,482300,9708,2751,8393,521,1518,2294,2298,1762,4793,4638,155,4638,3174,1464,2022-01-01,zipcode,Flanders
ZCTA5 07838,34,3190,108810,1777,363600,2787,824,2321,84,682,568,769,218,1303,1234,69,1234,1082,152,2022-01-01,zipcode,Great meadows
ZCTA5 07840,34,32952,104664,1417,353500,27184,8857,22968,1059,5381,5459,7351,3718,13001,12790,211,12790,9062,3728,2022-01-01,zipcode,Hackettstown
ZCTA5 07842,34,0,-666666666,-666666666,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-01-01,zipcode,Hibernia
ZCTA5 07843,34,11102,105262,1608,286500,9194,2416,8327,330,2677,2503,1823,994,4977,4399,578,4399,3770,629,2022-01-01,zipcode,Hopatcong
ZCTA5 07846,34,22,-666666666,-666666666,-666666666,22,8,16,0,4,8,4,0,8,8,0,8,8,0,2022-01-01,zipcode,Johnsonburg
ZCTA5 07847,34,1685,77519,2062,325700,1359,511,1296,96,427,458,213,102,709,701,8,701,573,128,2022-01-01,zipcode,Kenvil
ZCTA5 07848,34,4425,107500,1407,406000,3790,1664,3615,305,1147,803,931,429,1650,1550,100,1550,1333,217,2022-01-01,zipcode,Lafayette
ZCTA5 07849,34,8573,115670,1537,407900,7073,2360,6243,313,1618,1656,1605,1051,3610,3308,302,3308,2963,345,2022-01-01,zipcode,Lake hopatcong
ZCTA5 07850,34,7266,95739,1667,351300,5937,1878,4755,193,1209,1585,1149,619,2629,2475,154,2475,1894,581,2022-01-01,zipcode,Landing
ZCTA5 07851,34,363,100556,-666666666,316000,282,108,260,16,22,74,131,17,175,160,15,160,144,16,2022-01-01,zipcode,Layton
ZCTA5 07852,34,4095,92115,1547,426600,3646,1209,2790,135,354,634,1241,426,1622,1578,44,1578,1315,263,2022-01-01,zipcode,Ledgewood
ZCTA5 07853,34,12548,196011,1760,561300,10213,3476,8426,166,1180,1510,2995,2575,4468,4266,202,4266,4089,177,2022-01-01,zipcode,Long valley
ZCTA5 07856,34,4429,95398,2299,381600,3752,1265,3274,148,794,947,955,430,2377,1915,462,1915,1267,648,2022-01-01,zipcode,Mount arlington
ZCTA5 07857,34,3564,84375,1383,332600,3072,914,2752,237,752,708,877,178,2018,1894,124,1894,978,916,2022-01-01,zipcode,Netcong
ZCTA5 07860,34,26507,103876,1396,319100,22331,8009,19767,1051,5755,5443,4630,2888,11630,10347,1283,10347,8272,2075,2022-01-01,zipcode,Newton
ZCTA5 07863,34,3582,87841,1341,263600,3267,1231,2851,195,1207,567,613,269,1536,1506,30,1506,1303,203,2022-01-01,zipcode,Oxford
ZCTA5 07865,34,2533,128558,1943,418100,1891,566,1532,157,401,392,402,180,792,755,37,755,594,161,2022-01-01,zipcode,Port murray
ZCTA5 07866,34,22383,123710,1600,409900,18230,5562,15733,592,2643,4002,5343,3153,8471,8381,90,8381,6982,1399,2022-01-01,zipcode,Rockaway
ZCTA5 07869,34,26058,166618,1739,618400,20320,6558,17379,720,1783,3167,6513,5196,9267,9086,181,9086,6834,2252,2022-01-01,zipcode,Randolph
ZCTA5 07870,34,29,-666666666,-666666666,-666666666,29,3,29,13,3,0,13,0,13,13,0,13,13,0,2022-01-01,zipcode,Schooleys mountain
ZCTA5 07871,34,21020,159924,1800,454900,16592,5018,14377,234,2279,3126,5287,3451,8222,7675,547,7675,6899,776,2022-01-01,zipcode,Sparta
ZCTA5 07874,34,8534,125732,1859,302900,6997,1568,5942,287,1664,1685,1673,633,3206,3124,82,3124,2835,289,2022-01-01,zipcode,Stanhope
ZCTA5 07876,34,9527,162895,2105,467900,7887,2378,6954,192,1756,1705,2098,1203,3369,3232,137,3232,2997,235,2022-01-01,zipcode,Succasunna
ZCTA5 07878,34,740,99684,-666666666,406600,650,310,560,0,247,106,135,72,311,311,0,311,311,0,2022-01-01,zipcode,Mount tabor
ZCTA5 07880,34,357,107235,-666666666,378600,278,66,237,20,54,141,7,15,101,101,0,101,87,14,2022-01-01,zipcode,Vienna
ZCTA5 07881,34,8,-666666666,-666666666,-666666666,8,4,8,0,0,8,0,0,6,4,2,4,4,0,2022-01-01,zipcode,
ZCTA5 07882,34,14670,89130,1252,312700,11885,3847,10165,579,3778,2529,2372,907,6273,5892,381,5892,3932,1960,2022-01-01,zipcode,Washington
ZCTA5 07885,34,11673,102578,1878,324600,9515,2796,8537,441,2851,2065,2316,864,5000,4580,420,4580,2956,1624,2022-01-01,zipcode,Wharton
ZCTA5 07901,34,24281,170275,2146,904500,19028,5752,16346,749,1893,2028,5564,6112,9251,8727,524,8727,5919,2808,2022-01-01,zipcode,Summit
ZCTA5 07920,34,28460,174754,2262,732900,23011,8895,19418,706,2119,2345,6742,7506,10753,10400,353,10400,8709,1691,2022-01-01,zipcode,Basking ridge
ZCTA5 07921,34,7573,125893,2164,419100,6586,1967,5935,92,770,1276,2081,1716,3907,3845,62,3845,3003,842,2022-01-01,zipcode,Bedminster
ZCTA5 07922,34,12078,195162,-666666666,684600,9769,3641,8552,215,1032,1133,3103,3069,4322,4153,169,4153,3965,188,2022-01-01,zipcode,Berkeley heights
ZCTA5 07924,34,7746,218971,2003,712900,6008,1974,5240,359,737,562,2084,1498,2702,2630,72,2630,2333,297,2022-01-01,zipcode,Bernardsville
ZCTA5 07926,34,69,-666666666,-666666666,-666666666,39,0,39,0,0,15,24,0,24,24,0,24,11,13,2022-01-01,zipcode,Brookside
ZCTA5 07927,34,4181,138304,2846,592400,3382,866,3024,335,671,319,943,756,1783,1713,70,1713,1018,695,2022-01-01,zipcode,Cedar knolls
ZCTA5 07928,34,19559,223547,2277,976200,14458,5162,12408,119,969,1203,4953,5164,6833,6635,198,6635,5541,1094,2022-01-01,zipcode,Chatham
ZCTA5 07930,34,8138,208750,1674,738100,6536,2338,5392,62,645,908,1958,1819,2854,2758,96,2758,2539,219,2022-01-01,zipcode,Chester
ZCTA5 07931,34,3399,155703,2625,986000,2878,1296,2445,32,459,367,760,827,1387,1237,150,1237,1081,156,2022-01-01,zipcode,Far hills
ZCTA5 07932,34,10941,140602,2891,699000,9414,3430,8117,136,1079,1403,2698,2801,4724,4476,248,4476,3094,1382,2022-01-01,zipcode,Florham park
ZCTA5 07933,34,2661,129141,-666666666,594000,2304,759,2088,104,211,393,908,472,996,996,0,996,931,65,2022-01-01,zipcode,Gillette
ZCTA5 07934,34,1575,211250,2136,778100,1224,427,1116,13,84,215,443,361,629,629,0,629,520,109,2022-01-01,zipcode,Gladstone
ZCTA5 07935,34,472,143250,-666666666,763700,415,189,374,0,91,24,145,114,196,186,10,186,186,0,2022-01-01,zipcode,Green village
ZCTA5 07936,34,11102,143365,3033,669000,9377,3196,8067,425,2123,1148,2436,1935,4015,3908,107,3908,3677,231,2022-01-01,zipcode,East hanover
ZCTA5 07939,34,330,-666666666,-666666666,-666666666,330,330,322,17,155,88,35,27,17,17,0,17,0,17,2022-01-01,zipcode,Lyons
ZCTA5 07940,34,17798,163643,2168,845500,14480,4571,10565,306,1561,1182,4118,3398,5769,5541,228,5541,3529,2012,2022-01-01,zipcode,Madison
ZCTA5 07945,34,9698,234150,2833,883100,7822,2743,6675,76,629,895,2592,2483,3458,3390,68,3390,3054,336,2022-01-01,zipcode,Mendham
ZCTA5 07946,34,2991,203393,-666666666,741700,2477,894,2241,64,437,350,788,602,1029,971,58,971,939,32,2022-01-01,zipcode,Millington
ZCTA5 07950,34,21738,146903,2516,556400,17963,5926,16113,663,2228,2401,5239,5582,8349,8176,173,8176,6287,1889,2022-01-01,zipcode,Morris plains
ZCTA5 07960,34,46560,146024,2154,678700,39025,12505,33996,1458,5054,4277,12528,10679,19133,18499,634,18499,11570,6929,2022-01-01,zipcode,Morristown
ZCTA5 07961,34,343,-666666666,-666666666,-666666666,343,120,30,0,10,5,2,13,0,0,0,0,0,0,2022-01-01,zipcode,Convent station
ZCTA5 07970,34,257,-666666666,-666666666,-666666666,171,63,139,0,0,0,114,25,71,71,0,71,71,0,2022-01-01,zipcode,Mount freedom
ZCTA5 07974,34,12911,170386,1974,698100,9804,3700,8721,231,1298,974,3008,3210,4881,4615,266,4615,3915,700,2022-01-01,zipcode,New providence
ZCTA5 07976,34,355,-666666666,-666666666,2000001,303,195,303,0,54,101,100,48,158,158,0,158,87,71,2022-01-01,zipcode,New vernon
ZCTA5 07977,34,689,-666666666,1719,1020800,578,248,411,13,144,48,156,50,247,213,34,213,110,103,2022-01-01,zipcode,Peapack
ZCTA5 07979,34,246,-666666666,-666666666,-666666666,215,28,162,0,6,0,98,58,82,82,0,82,82,0,2022-01-01,zipcode,Pottersville
ZCTA5 07980,34,2978,140313,1736,622700,2217,702,1997,26,300,431,683,557,908,908,0,908,681,227,2022-01-01,zipcode,Stirling
ZCTA5 07981,34,8938,144573,2620,604900,7542,2588,6566,128,1456,1305,2129,1548,3807,3726,81,3726,3324,402,2022-01-01,zipcode,Whippany
ZCTA5 08001,34,835,129375,1578,292200,789,260,615,0,214,271,91,39,339,308,31,308,254,54,2022-01-01,zipcode,Alloway
ZCTA5 08002,34,23630,103031,1773,280900,19428,6343,17142,1522,3814,4289,4165,3352,10060,9304,756,9304,6350,2954,2022-01-01,zipcode,Cherry hill
ZCTA5 08003,34,31434,145590,1717,385100,25451,8844,22674,934,3499,3563,7353,7325,12060,11485,575,11485,9869,1616,2022-01-01,zipcode,Cherry hill
ZCTA5 08004,34,10966,97821,1396,244000,9541,3198,8563,1068,3027,2337,1631,500,4136,4014,122,4014,3315,699,2022-01-01,zipcode,Atco
ZCTA5 08005,34,25578,84425,1770,315300,22121,10292,19502,1311,7451,4848,3646,2246,11694,10385,1309,10385,9306,1079,2022-01-01,zipcode,Barnegat
ZCTA5 08006,34,435,93958,-666666666,921900,372,239,351,4,32,58,153,104,1264,201,1063,201,188,13,2022-01-01,zipcode,Barnegat light
ZCTA5 08007,34,5560,87761,1146,222100,4769,1538,4263,233,1366,1170,1067,427,2600,2528,72,2528,1435,1093,2022-01-01,zipcode,Barrington
ZCTA5 08008,34,6995,110568,1719,964000,6512,3393,6090,188,1027,1040,2248,1587,17264,3421,13843,3421,3129,292,2022-01-01,zipcode,Beach haven
ZCTA5 08009,34,14483,94351,1459,274200,11814,3843,9990,618,3035,3046,2260,1031,5762,5523,239,5523,4306,1217,2022-01-01,zipcode,Berlin
ZCTA5 08010,34,11458,80663,1404,216300,9379,3179,8107,573,2897,2532,1492,613,4775,4229,546,4229,3076,1153,2022-01-01,zipcode,Beverly
ZCTA5 08011,34,53,-666666666,-666666666,-666666666,53,9,29,9,9,0,11,0,9,9,0,9,9,0,2022-01-01,zipcode,Birmingham
ZCTA5 08012,34,40320,86872,1461,253800,32832,10353,28248,1727,9115,8147,6689,2570,16282,15487,795,15487,10448,5039,2022-01-01,zipcode,Blackwood
ZCTA5 08014,34,294,-666666666,-666666666,212500,261,116,227,0,154,73,0,0,156,91,65,91,91,0,2022-01-01,zipcode,Bridgeport
ZCTA5 08015,34,19164,75040,1164,199800,15967,5698,13413,2067,4900,3965,1603,878,7841,7131,710,7131,5971,1160,2022-01-01,zipcode,Browns mills
ZCTA5 08016,34,34710,88691,1220,286600,28077,8986,24345,2207,6639,7453,5600,2446,13896,12907,989,12907,9519,3388,2022-01-01,zipcode,Burlington
ZCTA5 08019,34,946,150938,2219,358100,755,186,691,47,277,183,147,37,393,355,38,355,310,45,2022-01-01,zipcode,Chatsworth
ZCTA5 08020,34,2834,120357,-666666666,327400,2208,905,2187,90,782,641,485,189,1100,1100,0,1100,1038,62,2022-01-01,zipcode,Clarksboro
ZCTA5 08021,34,47946,63881,1194,178800,38453,12437,34265,3594,12477,9855,5866,2473,21850,20321,1529,20321,10106,10215,2022-01-01,zipcode,Clementon
ZCTA5 08022,34,9124,113224,1348,380200,7897,3339,6876,299,1690,1888,1685,1314,3745,3636,109,3636,3473,163,2022-01-01,zipcode,Columbus
ZCTA5 08023,34,282,50833,1682,153800,261,91,221,6,105,104,0,6,139,98,41,98,70,28,2022-01-01,zipcode,Deepwater
ZCTA5 08026,34,2278,93103,-666666666,264800,1809,801,1586,116,621,431,276,142,830,782,48,782,711,71,2022-01-01,zipcode,Gibbsboro
ZCTA5 08027,34,4921,90345,1320,217600,4149,1682,3742,321,1447,904,704,366,2033,1958,75,1958,1642,316,2022-01-01,zipcode,Gibbstown
ZCTA5 08028,34,24360,79810,1465,259300,21346,8440,13612,955,3545,3620,3558,1934,8828,7921,907,7921,4955,2966,2022-01-01,zipcode,Glassboro
ZCTA5 08029,34,5850,83857,783,201000,5037,1657,4265,319,2124,945,538,339,2414,2307,107,2307,1681,626,2022-01-01,zipcode,Glendora
ZCTA5 08030,34,13251,68325,1413,158000,9914,3446,8449,1045,3738,2234,907,525,5401,4868,533,4868,3087,1781,2022-01-01,zipcode,Gloucester city
ZCTA5 08031,34,11677,71935,1081,199600,9500,3524,8419,1031,3314,2245,1330,499,5154,4834,320,4834,2976,1858,2022-01-01,zipcode,Bellmawr
ZCTA5 08033,34,17110,148542,1377,519600,12845,3655,11531,158,1061,1651,4254,4407,6850,6466,384,6466,4850,1616,2022-01-01,zipcode,Haddonfield
ZCTA5 08034,34,19870,108458,1644,301400,16270,5658,14633,924,2895,3205,4507,3102,8071,7861,210,7861,6273,1588,2022-01-01,zipcode,Cherry hill
ZCTA5 08035,34,7570,115804,1192,341200,5991,1750,5410,212,945,1370,1917,966,3342,3184,158,3184,2457,727,2022-01-01,zipcode,Haddon heights
ZCTA5 08036,34,6024,123018,1147,388100,5072,1982,4450,109,1204,1171,1313,653,2574,2459,115,2459,2256,203,2022-01-01,zipcode,Hainesport
ZCTA5 08037,34,23392,79671,1287,280300,19667,6816,17275,1780,6344,4528,3196,1427,9980,9163,817,9163,7184,1979,2022-01-01,zipcode,Hammonton
ZCTA5 08038,34,380,87083,1405,159300,285,48,234,20,117,90,7,0,165,157,8,157,86,71,2022-01-01,zipcode,Hancocks bridge
ZCTA5 08039,34,17,-666666666,-666666666,-666666666,17,7,17,7,0,5,0,5,5,5,0,5,5,0,2022-01-01,zipcode,Harrisonville
ZCTA5 08041,34,832,139000,-666666666,475500,723,208,657,40,158,189,158,112,415,382,33,382,369,13,2022-01-01,zipcode,Jobstown
ZCTA5 08042,34,33,-666666666,-666666666,243800,29,21,29,0,20,9,0,0,19,19,0,19,19,0,2022-01-01,zipcode,Juliustown
ZCTA5 08043,34,30876,108518,1664,380400,25265,8944,21838,1204,3800,4113,6822,5899,12487,12002,485,12002,7729,4273,2022-01-01,zipcode,Voorhees
ZCTA5 08045,34,3059,74250,1087,209800,2558,1011,2313,182,850,683,195,403,1208,1146,62,1146,780,366,2022-01-01,zipcode,Lawnside
ZCTA5 08046,34,31812,88552,1923,218300,26055,8073,22706,1494,7366,7990,4086,1770,11593,10679,914,10679,8631,2048,2022-01-01,zipcode,Willingboro
ZCTA5 08048,34,12786,112540,1546,395900,10701,3154,9238,547,1860,2901,2267,1663,5089,4812,277,4812,3626,1186,2022-01-01,zipcode,Lumberton
ZCTA5 08049,34,5216,83528,1157,205400,4278,1097,3751,234,1499,859,850,309,2270,2117,153,2117,1597,520,2022-01-01,zipcode,Magnolia
ZCTA5 08050,34,27097,103030,1686,346700,22998,7988,20245,1162,6505,5254,4747,2577,13890,10697,3193,10697,9378,1319,2022-01-01,zipcode,Manahawkin
ZCTA5 08051,34,12107,95577,1653,240200,10073,3074,8662,441,3290,1989,2132,810,4562,4406,156,4406,3406,1000,2022-01-01,zipcode,Mantua
ZCTA5 08052,34,19885,71748,1452,220300,15976,5261,14066,587,5133,3818,3118,1410,9300,8680,620,8680,3978,4702,2022-01-01,zipcode,Maple shade
ZCTA5 08053,34,47200,111893,1826,349700,38665,12112,33885,1002,7215,8320,11490,5858,19900,19097,803,19097,13819,5278,2022-01-01,zipcode,Marlton
ZCTA5 08054,34,44929,111272,1872,314800,37222,11825,32841,1268,6264,7199,10979,7131,19594,18904,690,18904,14449,4455,2022-01-01,zipcode,Mount laurel
